Unnamed: 0,car_name,model,vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,price_per_km,is_luxury,is_high_performance,is_fuel_efficient,brand_Audi,brand_BMW,brand_Bentley,brand_Datsun,brand_Ferrari,brand_Force,brand_Ford,brand_Honda,brand_Hyundai,brand_ISUZU,brand_Isuzu,brand_Jaguar,brand_Jeep,brand_Kia,brand_Land Rover,brand_Lexus,brand_MG,brand_Mahindra,brand_Maruti,brand_Maserati,brand_Mercedes-AMG,brand_Mercedes-Benz,brand_Mini,brand_Nissan,brand_Porsche,brand_Renault,brand_Rolls-Royce,brand_Skoda,brand_Tata,brand_Toyota,brand_Volkswagen,brand_Volvo,fuel_type_CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Automatic,transmission_type_Manual,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,age_category_New,age_category_Recent,age_category_Mature,age_category_Old,mileage_category_Low,mileage_category_Average,mileage_category_Good,mileage_category_Excellent
10487,Honda City,City,6,38200.0,17.4,1497.0,117.3,5,589000.0,15.418444543336562,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
10488,Maruti Baleno,Baleno,4,70000.0,21.4,1197.0,83.1,5,625000.0,8.928443879373152,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
10489,Hyundai Grand,Grand,2,10000.0,20.7,1197.0,81.86,5,650000.0,64.993500649935,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
10491,Maruti Vitara,Vitara,5,120000.0,24.3,1248.0,88.5,5,600000.0,4.999958333680553,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
10492,Volkswagen Polo,Polo,4,76500.0,20.14,1498.0,88.0,5,570000.0,7.450882994993529,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
10493,Ford Figo,Figo,10,32153.0,20.0,1399.0,68.0,5,225000.0,6.997574174286248,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
10494,Ford Figo,Figo,10,123000.0,20.0,1399.0,68.0,5,180000.0,1.4634027365631175,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
10496,Skoda Superb,Superb,8,40000.0,13.14,1798.0,160.0,5,430000.0,10.749731256718581,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
10499,Tata Harrier,Harrier,2,16320.0,17.0,1956.0,167.67,5,1485000.0,90.98707187059617,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
10500,Tata Safari,Safari,11,120000.0,11.57,2159.5,138.1,7,200000.0,1.6666527778935176,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
10501,Mahindra XUV500,XUV500,6,79000.0,16.0,1997.0,140.0,7,1150000.0,14.556777762306806,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
10502,Maruti Wagon R,Wagon R,15,70000.0,14.0,1061.0,64.0,5,78000.0,1.1142697961457693,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False
10503,Maruti Swift,Swift,6,25000.0,20.4,1197.0,81.8,5,380000.0,15.199392024319026,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
10504,Mahindra Scorpio,Scorpio,10,23000.0,15.4,2159.5,120.0,8,600000.0,26.08582235554976,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
10505,Ford Aspire,Aspire,4,35000.0,18.16,1196.0,86.8,5,475000.0,13.571040827404932,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
10506,Honda City,City,7,60000.0,17.4,1497.0,117.3,5,500000.0,8.33319444675922,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
10507,Maruti Wagon R,Wagon R,8,16000.0,20.51,998.0,67.04,5,299000.0,18.686332104243483,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
10509,Renault Duster,Duster,5,37000.0,19.64,1461.0,108.45,5,565000.0,15.269857571416988,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
10510,Ford Ecosport,Ecosport,7,40000.0,22.7,1498.0,89.84,5,495000.0,12.37469063273418,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
10511,Toyota Innova,Innova,3,69000.0,13.68,2159.5,147.8,7,1485000.0,21.52142722569238,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
10512,Honda Jazz,Jazz,12,76000.0,16.7,1198.0,88.8,5,265000.0,3.4867962263654424,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
10513,Mahindra Bolero,Bolero,2,20000.0,16.5,1493.0,70.0,7,750000.0,37.498125093745315,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
10514,Maruti Swift,Swift,9,38000.0,18.6,1197.0,85.8,5,320000.0,8.420831030762349,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
10515,Mahindra Bolero,Bolero,5,64172.0,16.5,1493.0,70.0,7,690000.0,10.752185498574166,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
10516,Hyundai Verna,Verna,5,53075.0,17.1,1591.0,121.4,5,675000.0,12.717612480217047,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
10517,Tata Nexon,Nexon,1,3500.0,17.0,1198.0,108.5,5,650000.0,185.66123964581547,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
10518,Maruti Wagon R,Wagon R,5,60000.0,20.51,998.0,67.04,5,324000.0,5.399910001499975,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
10519,Honda Jazz,Jazz,5,42000.0,27.3,1498.0,98.6,5,425000.0,10.118806695078689,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
10520,Maruti Alto,Alto,4,36000.0,24.7,796.0,47.3,5,275000.0,7.638676703424905,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False
10521,Hyundai Verna,Verna,5,16300.0,17.01,1591.0,121.3,5,750000.0,46.00944727317342,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
10522,Tata Nexon,Nexon,3,26000.0,17.0,1198.0,108.5,5,600000.0,23.07603553709473,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
10524,Hyundai Grand,Grand,3,10000.0,18.9,1197.0,81.86,5,450000.0,44.995500449955,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
10525,Renault KWID,KWID,5,45049.0,25.17,799.0,53.3,5,320000.0,7.103218645948946,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True
10526,Maruti Alto,Alto,5,10000.0,23.95,998.0,67.05,5,316000.0,31.596840315968404,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
10528,Ford Ecosport,Ecosport,2,11800.0,17.0,1497.0,121.31,5,900000.0,76.26472332853147,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
10530,Honda City,City,4,52000.0,25.6,1498.0,97.9,5,1100000.0,21.153439356935444,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
10531,Hyundai Grand,Grand,5,35000.0,18.9,1197.0,82.0,5,410000.0,11.713951029970572,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
10532,Maruti Baleno,Baleno,4,53000.0,27.39,1248.0,74.0,5,696000.0,13.131827701364125,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
10533,Renault Duster,Duster,7,125000.0,20.45,1461.0,83.8,5,425000.0,3.3999728002175984,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
10535,Hyundai i20,i20,9,110000.0,17.0,1197.0,80.0,5,280000.0,2.545431405169044,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
10536,Maruti Wagon R,Wagon R,3,30000.0,20.51,998.0,67.04,5,390000.0,12.999566681110629,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
10537,Ford Ecosport,Ecosport,5,35000.0,22.77,1498.0,98.59,5,640000.0,18.28519185166138,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
10539,Hyundai Creta,Creta,3,40000.0,21.38,1396.0,88.7,5,915000.0,22.87442813929652,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
10541,Hyundai i20,i20,9,70000.0,21.9,1396.0,90.0,5,330000.0,4.714218368309024,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
10542,Honda City,City,6,54700.0,26.0,1498.0,98.6,5,600000.0,10.968720864335204,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
10543,Ford Ecosport,Ecosport,3,36000.0,23.0,1498.0,98.96,5,825000.0,22.916030110274715,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
10544,Honda City,City,9,55000.0,16.8,1497.0,116.3,5,379000.0,6.890783803930837,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
10545,Hyundai i10,i10,13,70000.0,19.81,1086.0,68.05,5,239000.0,3.414236939472293,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
10546,Tata Safari,Safari,10,130000.0,13.93,2159.5,138.03,7,215000.0,1.6538334320505226,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
10548,Maruti Wagon R,Wagon R,3,25000.0,20.51,998.0,67.04,5,400000.0,15.999360025598977,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
10549,Ford Endeavour,Endeavour,5,40000.0,12.62,2159.5,158.0,7,1485000.0,37.124071898202544,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
10550,Maruti Swift,Swift,2,10000.0,21.21,1197.0,81.8,5,595000.0,59.494050594940504,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
10554,Mahindra Bolero,Bolero,10,120000.0,13.6,2159.5,63.0,7,450000.0,3.7499687502604147,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
10555,Maruti Wagon R,Wagon R,11,50000.0,18.9,998.0,67.1,5,260000.0,5.199896002079958,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
10556,Mahindra Marazzo,Marazzo,1,5000.0,17.3,1497.0,121.0,7,1100000.0,219.95600879824036,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
10558,BMW 7,7,6,30000.0,16.46,2159.5,182.25,5,1485000.0,49.49835005499817,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
10559,Maruti Swift,Swift,8,63589.0,28.4,1248.0,74.0,5,425000.0,6.683440792577449,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
10560,Hyundai i20,i20,6,51000.0,18.6,1197.0,81.83,5,450000.0,8.823356404776376,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
10562,Volkswagen Polo,Polo,7,59000.0,20.14,1498.0,88.8,5,495000.0,8.389688310367621,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
10563,Maruti Swift Dzire,Swift Dzire,3,60000.0,28.4,1248.0,74.02,5,610000.0,10.16649722504625,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
10564,Toyota Innova,Innova,12,130000.0,12.8,2159.5,102.0,8,450000.0,3.46151183452435,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
10565,Mahindra KUV,KUV,5,40000.0,25.32,1198.0,77.0,6,450000.0,11.249718757031074,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
10568,Tata Safari,Safari,5,64579.0,14.1,2159.5,148.0,7,875000.0,13.549086404459585,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
10569,Hyundai Creta,Creta,6,35000.0,19.67,1582.0,126.2,5,850000.0,24.28502042798777,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
10570,Audi A4,A4,10,69000.0,17.11,1968.0,174.33,5,925000.0,13.405602817350474,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
10572,Maruti Alto,Alto,2,8000.0,22.05,796.0,47.3,5,335000.0,41.8697662792151,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False
10573,Honda City,City,5,55055.0,17.8,1497.0,117.3,5,600000.0,10.89799476896251,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
10575,Renault KWID,KWID,2,15000.0,25.17,799.0,53.3,5,375000.0,24.998333444437037,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
10576,Audi A4,A4,11,74000.0,17.11,1968.0,174.33,5,1100000.0,14.864663991027149,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
10578,BMW X5,X5,5,47270.0,15.97,2159.5,182.25,5,1485000.0,31.414609379958115,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
10579,Maruti Swift,Swift,7,80000.0,25.2,1248.0,74.0,5,400000.0,4.9999375007812406,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
10582,Maruti Swift,Swift,5,35000.0,20.4,1197.0,81.8,5,400000.0,11.428244907288363,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
10583,Datsun RediGO,RediGO,3,14000.0,23.0,999.0,67.0,5,349000.0,24.926790943504034,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False
10584,Datsun RediGO,RediGO,3,25000.0,22.7,799.0,53.64,5,225000.0,8.999640014399423,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
10588,Mahindra KUV,KUV,4,40000.0,18.15,1198.0,82.0,6,500000.0,12.499687507812304,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
10589,Maruti Ertiga,Ertiga,6,58000.0,20.77,1248.0,88.8,7,750000.0,12.930811537732108,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
10593,Maruti Alto,Alto,2,5000.0,23.95,998.0,67.05,5,390000.0,77.98440311937613,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
10594,Maruti Alto,Alto,7,50000.0,22.74,796.0,47.3,5,240000.0,4.799904001919962,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False
10595,Renault Duster,Duster,4,36000.0,19.87,1461.0,83.8,5,680000.0,18.88836421210522,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
10596,Toyota Innova,Innova,6,51000.0,12.99,2159.5,100.6,7,1090000.0,21.372129958236112,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
10597,Mahindra KUV,KUV,5,15000.0,18.15,1198.0,82.0,5,400000.0,26.664889007399506,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
10599,Maruti Vitara,Vitara,4,100000.0,24.3,1248.0,88.5,5,760000.0,7.599924000759993,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
10600,Tata Nexon,Nexon,3,51000.0,21.5,1497.0,108.5,5,775000.0,15.195780474892649,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
10601,Mahindra Marazzo,Marazzo,2,45800.0,17.3,1497.0,121.0,7,1050000.0,22.925263640531867,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
10602,Maruti Swift Dzire,Swift Dzire,2,30000.0,28.4,1248.0,74.02,5,780000.0,25.999133362221258,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
10603,Hyundai i20,i20,4,29599.0,21.19,1396.0,88.73,5,600000.0,20.27027027027027,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
